Producent;Typer;Koder;KodeBeskrivelser;Fejl;Prioritering;Løsningsforslag;Varenumer prioritet 1;Varenummer prioritet 2;Varenummer prioritet 3;Koder (service - resultet);KodeBeskrivelser (service);Fejl (service);Spørgsmål 1;Spørgsmål 2;Spørgsmål 3;Kunden kan prøve;Send tekniker ja / nej;URL-links;URL-links_Kundeserviceinformationer;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thermoplan;Mastrena II;Machine started up (10001);Machine starts (10001);Kaffemaskinen starter.;1;Generel meddelelse om at maskinen starter op.;;;;Machine started up (10001);Machine starts (10001);Kaffemaskinen starter.;;;;Generel meddelelse om at maskinen er ved at starte op. Ikke brugbart for en tekniker.;Send tekniker;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thermoplan;Mastrena II;Restart successfully completed (10003);Restart successfully completed (10003);Genstarten blev gennemført succesfuldt. Systemet bruger straks den nye konfiguration.;1;Generel meddelelse om at maskinen har fuldført en systemgenstart.;;;;Restart successfully completed (10003);Restart successfully completed (10003);Genstarten blev gennemført succesfuldt. Systemet bruger straks den nye konfiguration.;;;;Generel meddelelse om at maskinen har genstartet. Ikke brugbart for en tekniker.;Send tekniker;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thermoplan;Mastrena II;Cleaning Started (10004);Cleaning Started (10004);Rengøring er blevet startet.;1;Generel meddelelse om at rengøringsprogrammet er blevet startet af brugeren.;;;;Cleaning Started (10004);Cleaning Started (10004);Rengøring er blevet startet.;;;;Generel meddelelse om at rengøringsprogrammet er blevet startet. Ikke direkte brugbart for en tekniker.;Send tekniker;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thermoplan;Mastrena II;Error during the cleaning start (10005);Error during the cleaning start (10005);Rengøringen kunne ikke startes. Der er muligvis forsøgt at starte rengøringen samtidig med at produktet blev doseret. Genstart rengøringsprogram.;1;Under udvikling. Kontakt MB ved nye løsningsforslag.;;;;Error during the cleaning start (10005);Error during the cleaning start (10005);Rengøringen kunne ikke startes. Der er muligvis forsøgt at starte rengøringen samtidig med at produktet blev doseret. Genstart rengøringsprogram.;;;;Meddelelse om at der er opstået en fejl i igangsættelsen af rengøringsprogrammet. Kunden skal kontroller at rengøringsprogrammet bliver igangsat 1 : 1 af hvad der står på skærmen.;Send tekniker;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thermoplan;Mastrena II;Cleaning completed (10006);Cleaning completed (10006);Rengøringen er blevet afsluttet.;1;Generel meddelelse om at rengøringsprogrammet er afsluttet. Ikke direkte brugbart for en tekniker.;;;;Cleaning completed (10006);Cleaning completed (10006);Rengøringen er blevet afsluttet.;;;;Generel meddelelse om at rengøringsprogrammet er afsluttet. Ikke direkte brugbart for en tekniker.;Send tekniker;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thermoplan;Mastrena II;Cleaning cancelled by the user (10007);Cleaning cancelled by the user (10007);Rengøringsprogrammet er blevet annulleret af brugeren;1;"Kontroller at maskinens 'reed'-kontakter (grumseskuffe; Kakaodæksel; Sirupskuffe; osv.) har fuld kontakt til de respektive magneter";;;;Cleaning cancelled by the user (10007);Cleaning cancelled by the user (10007);Rengøringsprogrammet er blevet annulleret af brugeren;;;;Meddelelse om at rengøringsprogrammet er blevet annulleret af brugeren. Kunden skal kontrollere at rengøringsprogrammet er igangsat 1 :1 af hvad der står på skærmen, og at grumseskuffen, kakaoskjoldet og bønnebeholdere er korrekt monteret.;Send tekniker;;;;;;;;;;;
Thermoplan;Mastrena II;Cleaning cancelled by the user (10007);Cleaning cancelled by the user (10007);Rengøringsprogrammet er blevet annulleret af brugeren;2;Test 'reed'-kontakterne - dette kan gøre ved at påsætte en magnet på 'reed'-kontakten og udføre en kontiunitetstest med et multimeter.;;;;Cleaning cancelled by the user (10007);Cleaning cancelled by the user (10007);Rengøringsprogrammet er blevet annulleret af brugeren;;;;Meddelelse om at rengøringsprogrammet er blevet annulleret af brugeren. Kunden skal kontrollere at rengøringsprogrammet er igangsat 1 :1 af hvad der står på skærmen, og at grumseskuffen, kakaoskjoldet og bønnebeholdere er korrekt monteret.;Send tekniker;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thermoplan;Mastrena II;Cleaning error (10008);Cleaning error (10008);Generel meddelelse omkring rengøringsfejl i maskinen. ;1;Efterse om der er logget andre fejlkoder under maskinhændelserne.;;;;Cleaning error (10008);Cleaning error (10008);Generel meddelelse omkring rengøringsfejl i maskinen. ;;;;Generel meddelelse om at der er opstået en fejl i rengøringsprocessen. Kan kunden oplyse andre fejlkoder?;Send tekniker;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thermoplan;Mastrena II;UI config. Error (10009);UI config. Error (10009);Brugergrænsefladen har registreret en fejl i en konfigurationsfil. En forudindstillet outputværdi er blevet anvendt, og systemet kan muligvis fortsætte med at blive brugt.;1;Genindlæs / opdater software, samt backup af kunderecepter. Mulig fejl i stilfilen.;;;;UI config. Error (10009);UI config. Error (10009);Brugergrænsefladen har registreret en fejl i en konfigurationsfil. En forudindstillet outputværdi er blevet anvendt, og systemet kan muligvis fortsætte med at blive brugt.;;;;Kunden kan desværre ikke gøre noget.;Send tekniker;;;;;;;;;;;
Thermoplan;Mastrena II;UI config. Error (10009);UI config. Error (10009);Brugergrænsefladen har registreret en fejl i en konfigurationsfil. En forudindstillet outputværdi er blevet anvendt, og systemet kan muligvis fortsætte med at blive brugt.;2;Under udvikling. Kontakt MB ved nye løsningsforslag. Tag billede af fejlkodemeddelse.;;;;UI config. Error (10009);UI config. Error (10009);Brugergrænsefladen har registreret en fejl i en konfigurationsfil. En forudindstillet outputværdi er blevet anvendt, og systemet kan muligvis fortsætte med at blive brugt.;;;;Kunden kan desværre ikke gøre noget.;Send tekniker;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thermoplan;Mastrena II;Backup/recovery error (10010);Backup/recovery error (10010);Der opstod en fejl under sikkerhedskopiering eller gendannelse. Den tilsvarende proces var ikke vellykket.;1;Kontroller at USB-stikket har fuld kontakt til USB-porten. Nogle gange kan det hjælpe at holde USB-stikket i spænd.;;;;Backup/recovery error (10010);Backup/recovery error (10010);Der opstod en fejl under sikkerhedskopiering eller gendannelse. Den tilsvarende proces var ikke vellykket.;;;;Kunden kan desværre ikke gøre noget.;Send tekniker;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thermoplan;Mastrena II;Recovery not succesful (10011);Recovery not succesful (10011);Gendannelsen var ikke vellykket. Det er muligt, at USB-flashdrevet blev fjernet under gendannelsesprocessen, eller at kaffemaskinen blev slukket.;1;Kontroller at USB-stikket har fuld kontakt til USB-porten. Nogle gange kan det hjælpe at holde USB-stikket i spænd.;;;;Recovery not succesful (10011);Recovery not succesful (10011);Gendannelsen var ikke vellykket. Det er muligt, at USB-flashdrevet blev fjernet under gendannelsesprocessen, eller at kaffemaskinen blev slukket.;;;;Kunden kan desværre ikke gøre noget.;Send tekniker;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thermoplan;Mastrena II;Critical error in the GUI configuration (10012);Critical error in the GUI configuration (10012);Brugergrænsefladen har registreret en kritisk fejl under behandlingen af en konfigurationsfil. Systemet kan ikke køre.;1;Genindlæs / opdater software, samt backup af kunderecepter.;;;;Critical error in the GUI configuration (10012);Critical error in the GUI configuration (10012);Brugergrænsefladen har registreret en kritisk fejl under behandlingen af en konfigurationsfil. Systemet kan ikke køre.;;;;Kunden kan desværre ikke gøre noget.;Send tekniker;;;;;;;;;;;
Thermoplan;Mastrena II;Critical error in the GUI configuration (10012);Critical error in the GUI configuration (10012);Brugergrænsefladen har registreret en kritisk fejl under behandlingen af en konfigurationsfil. Systemet kan ikke køre.;2;Udskift controalboard (skræm/skærmprint);;;;Critical error in the GUI configuration (10012);Critical error in the GUI configuration (10012);Brugergrænsefladen har registreret en kritisk fejl under behandlingen af en konfigurationsfil. Systemet kan ikke køre.;;;;Kunden kan desværre ikke gøre noget.;Send tekniker;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thermoplan;Mastrena II;Error while starting the machine control system (10013);Error while starting the machine control system (10013);Brugergrænsefladen kunne ikke starte kaffemaskinens kontrolsystem korrekt.;1;Genindlæs / opdater software, samt backup af kunderecepter.;;;;Error while starting the machine control system (10013);Error while starting the machine control system (10013);Brugergrænsefladen kunne ikke starte kaffemaskinens kontrolsystem korrekt.;;;;Kunden kan desværre ikke gøre noget.;Send tekniker;;;;;;;;;;;
Thermoplan;Mastrena II;Error while starting the machine control system (10013);Error while starting the machine control system (10013);Brugergrænsefladen kunne ikke starte kaffemaskinens kontrolsystem korrekt.;2;Under udvikling. Kontakt MB ved nye løsningsforslag. Tag billede af fejlkodemeddelse.;;;;Error while starting the machine control system (10013);Error while starting the machine control system (10013);Brugergrænsefladen kunne ikke starte kaffemaskinens kontrolsystem korrekt.;;;;Kunden kan desværre ikke gøre noget.;Send tekniker;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thermoplan;Mastrena II;Product registration error (10014);Product registration error (10014);Brugergrænsefladen kunne ikke fuldføre produktregistreringen korrekt.;1;Under udvikling. Kontakt MB ved nye løsningsforslag. Tag billede af fejlkodemeddelse.;;;;Product registration error (10014);Product registration error (10014);Brugergrænsefladen kunne ikke fuldføre produktregistreringen korrekt.;;;;Kunden kan desværre ikke gøre noget.;Send tekniker;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thermoplan;Mastrena II;RTC battery empty (10015);RTC battery empty (10015);Afladt 3V skærmprint-batteri.;1;Skift 3V batteri (møntbatteri) på skærmprintet.;;;;RTC battery empty (10015);RTC battery empty (10015);Afladt 3V skærmprint-batteri.;;;;Kunden kan desværre ikke gøre noget.;Send tekniker;;;;;;;;;;;
Thermoplan;Mastrena II;RTC battery empty (10015);RTC battery empty (10015);Afladt 3V skærmprint-batteri.;2;Genindlæs software. Husk herefter at justere datoen og tiden.;;;;RTC battery empty (10015);RTC battery empty (10015);Afladt 3V skærmprint-batteri.;;;;Kunden kan desværre ikke gøre noget.;Send tekniker;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thermoplan;Mastrena II;Under udvikling;Rinsing cannot be started (10016);Under udvikling;1;Under udvikling;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thermoplan;Mastrena II;Softwareopdatering fejlslået (10018);Softwareopdatering fejlslået (10018);Der er opstået en fejl i opdateringsprocessen.;1;Genstart maskinen og efterse om dette låser op for systemet.;;;;Softwareopdatering fejlslået (10018);Softwareopdatering fejlslået (10018);Der er opstået en fejl i opdateringsprocessen.;;;;Genstart maskinen. Produkterne må ikke være væk efter genstarten.;Send tekniker;;;;;;;;;;;
Thermoplan;Mastrena II;Softwareopdatering fejlslået (10018);Softwareopdatering fejlslået (10018);Der er opstået en fejl i opdateringsprocessen.;2;Udtag SD-hukommelseskort (placeret på skærmprintet), og start maskinen op uden at dette sidder i. Sluk derefter maskinen og indsæt SD-kortet igen og start maskinen op.;;;;Softwareopdatering fejlslået (10018);Softwareopdatering fejlslået (10018);Der er opstået en fejl i opdateringsprocessen.;;;;Genstart maskinen. Produkterne må ikke være væk efter genstarten.;Send tekniker;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thermoplan;Mastrena II;Energy Mode Ready (10022);Energy Mode Ready (10022);Under udvikling;1;Under udvikling;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thermoplan;Mastrena II;Energy mode rest (10023);Energy mode rest (10023);Under udvikling;1;Under udvikling;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thermoplan;Mastrena II;Energy Mode Sleep (10024);Energy Mode Sleep (10024);Under udvikling;1;Under udvikling;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thermoplan;Mastrena II;Kværnmotoren bliver ved med at være aktiv.;Maskinen bliver ved med at kværne.;Der er opstået en komponentfejl.;1;"Test TRIAC på power board (se ""Ekstra information"").";;;;Kværnmotoren bliver ved med at være aktiv.;Maskinen bliver ved med at kværne.;Der er opstået en komponentfejl.;;;;Kunden kan desværre ikke gøre noget.;;https://bentax.sharepoint.com/:b:/g/EdGhCe96YmRNgNAxkUqc8GUBT4VVPnjIqY9hWjrjG9nJ-g?e=KEHbRt;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thermoplan;Mastrena II;Maskinen tager strømmen. Ingen yderligere information.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;1;Test maskinen for overgang. Aftag strømkablet for maskinen og mål for overgang. Anvend en megger og udfør en isolationstest mellem jord og nul (N) / mellem jord og fase.;;;;Maskinen tager strømmen. Ingen yderligere information.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;Ingen yderligere information.;;;"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.";Send tekniker;https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W;;;;;;;;;;
Thermoplan;Mastrena II;Maskinen tager strømmen. Ingen yderligere information.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;2;Kontroller at der ingen umiddelbare utætheder er i maskinen. Specielt omkring varmelegemer og ventiler.;;;;Maskinen tager strømmen. Ingen yderligere information.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;Ingen yderligere information.;;;"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.";Send tekniker;https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W;https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe;;;;;;;;;
Thermoplan;Mastrena II;Maskinen tager strømmen. Ingen yderligere information.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;3;Udfør en isolationstest af varmelegemet / varmelegemerne.;;;;Maskinen tager strømmen. Ingen yderligere information.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;Ingen yderligere information.;;;"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.";Send tekniker;https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W;https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe;;;;;;;;;
Thermoplan;Mastrena II;Maskinen tager strømmen. Ingen yderligere information.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;4;Udfør en isolationstest af ventilerne (indgangs-, udleverings-, bryg-, te-, CK-ventilen osv.).;;;;Maskinen tager strømmen. Ingen yderligere information.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;Ingen yderligere information.;;;"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.";Send tekniker;https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W;https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe;;;;;;;;;
Thermoplan;Mastrena II;Maskinen tager strømmen. Ingen yderligere information.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;5;Kontroller at der ingen umiddelbare defekter er at observere på kundens HPFI-relæ/Gruppetavle.;;;;Maskinen tager strømmen. Ingen yderligere information.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;Ingen yderligere information.;;;"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.";Send tekniker;https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W;https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe;;;;;;;;;
Thermoplan;Mastrena II;Maskinen tager strømmen. Maskinopstart.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;1;Test maskinen for overgang. Aftag strømkablet for maskinen og mål for overgang. Anvend en megger og udfør en isolationstest mellem jord og nul (N) / mellem jord og fase.;;;;Maskinen tager strømmen. Maskinopstart.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;Er det i forbindelse med maskinopstart?;;;"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.";Send tekniker;https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W;https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe;;;;;;;;;
